StudentID,Age,Gender,AttendancePercentage,StudyHoursPerWeek,AssignmentCompletionRate,PreviousExamScore,ParticipationScore,ExtracurricularActivities,InternetAccessAtHome,ParentEducationLevel,FinalExamScore
1288,18,Male,66,29,87,60,3,Yes,No,Graduate,93.07
1289,22,Male,69,22,41,53,7,Yes,No,Postgraduate,72.26
1290,19,Male,65,30,51,89,3,Yes,Yes,Graduate,98.15
1291,18,Female,95,1,93,91,8,No,No,Postgraduate,94.14
1292,19,Female,92,17,45,40,1,Yes,No,Postgraduate,65.79
1293,24,Male,56,25,82,35,1,Yes,Yes,Postgraduate,81.64
1294,23,Male,65,10,98,42,6,No,No,Postgraduate,65.71
1295,20,Female,94,22,79,85,10,Yes,No,High School,100.0
1296,22,Female,96,16,83,59,9,No,No,Graduate,90.89
1297,23,Male,97,16,68,81,4,Yes,No,High School,89.15
1298,18,Female,76,26,98,89,6,No,Yes,Postgraduate,100.0
1299,24,Female,72,8,69,98,5,No,Yes,Postgraduate,89.25
1300,24,Female,73,29,41,44,1,Yes,No,Graduate,69.78
1301,24,Female,58,7,48,90,6,Yes,No,Graduate,73.95
1302,18,Male,84,28,86,46,9,No,No,Graduate,97.24
1303,18,Female,100,6,41,67,3,Yes,No,Graduate,56.71
1304,18,Female,69,16,68,51,3,No,Yes,Postgraduate,70.16
1305,18,Male,86,20,72,95,2,Yes,Yes,Graduate,100.0
1306,24,Male,91,16,49,44,4,Yes,Yes,High School,72.71
1307,24,Female,66,7,73,65,10,Yes,No,Graduate,73.51
1308,19,Female,96,9,83,94,3,Yes,No,Graduate,86.86
1309,23,Female,80,14,94,51,2,No,No,High School,74.54
1310,22,Female,57,11,47,84,1,No,Yes,High School,68.4
1311,20,Male,64,26,76,71,3,Yes,Yes,High School,94.19
1312,24,Male,80,26,93,96,10,Yes,Yes,High School,100.0
1313,20,Male,79,14,99,63,6,Yes,Yes,Graduate,79.68
1314,23,Female,95,7,72,66,9,Yes,Yes,High School,87.3
1315,23,Female,69,1,86,45,5,Yes,No,Postgraduate,59.2
1316,20,Female,88,26,45,40,3,No,No,Graduate,68.61
1317,24,Female,61,25,83,69,5,No,No,Postgraduate,91.52
1318,20,Male,98,13,79,67,5,Yes,Yes,Graduate,89.91
1319,19,Male,66,20,84,52,5,No,No,Graduate,79.87
1320,21,Female,91,3,58,71,7,No,No,Postgraduate,70.05
1321,24,Male,79,20,71,47,5,Yes,Yes,High School,77.84
1322,24,Female,78,4,66,98,7,No,Yes,High School,85.45
1323,22,Female,68,29,40,35,9,No,Yes,Postgraduate,82.75
1324,18,Male,95,26,82,97,5,No,No,High School,100.0
1325,21,Female,60,11,91,68,2,No,Yes,Graduate,71.7
1326,23,Female,83,2,72,44,5,Yes,No,Graduate,52.23
1327,24,Male,99,14,79,41,8,No,No,Graduate,73.77
1328,20,Female,56,12,71,90,4,No,Yes,High School,77.3
1329,21,Female,93,30,44,71,2,No,No,High School,96.61
1330,22,Male,83,17,56,63,10,Yes,Yes,Postgraduate,91.66
1331,23,Female,69,12,47,46,3,No,Yes,Graduate,55.74
1332,18,Male,99,26,96,51,9,No,No,Postgraduate,94.35
1333,18,Female,87,12,81,82,9,No,No,High School,89.99
1334,22,Male,73,1,73,60,8,Yes,No,Postgraduate,72.76
1335,22,Male,59,13,48,46,8,Yes,Yes,High School,65.73
1336,20,Male,81,14,95,55,8,Yes,No,Graduate,82.93
1337,24,Female,64,24,62,76,8,Yes,Yes,Graduate,93.11
1338,18,Male,86,30,74,95,8,Yes,Yes,High School,100.0
1339,23,Male,69,2,89,92,1,No,No,High School,71.83
1340,21,Male,52,12,46,88,6,Yes,No,High School,76.67
1341,23,Male,86,26,54,68,9,No,No,Graduate,95.45
1342,19,Male,89,21,92,41,8,Yes,No,High School,89.14
1343,19,Female,57,28,93,69,3,Yes,Yes,Graduate,95.82
1344,22,Female,89,16,59,49,1,Yes,No,Postgraduate,63.21
1345,20,Female,93,4,89,99,2,No,Yes,Graduate,90.44
1346,19,Female,72,8,64,59,2,No,No,Postgraduate,59.94
1347,18,Female,89,2,42,93,7,No,No,Graduate,67.73
1348,23,Female,60,10,99,40,6,Yes,No,Graduate,73.49
1349,23,Female,95,9,94,86,2,Yes,Yes,High School,85.09
1350,22,Male,57,23,85,55,8,Yes,No,Graduate,90.67
1351,24,Female,78,15,63,66,9,Yes,Yes,High School,94.61
1352,24,Male,79,13,73,87,7,Yes,No,High School,86.99
1353,21,Male,59,23,85,93,4,Yes,No,High School,100.0
1354,22,Female,88,17,61,96,1,No,Yes,Graduate,97.73
1355,21,Male,77,30,50,38,4,No,Yes,High School,77.33
1356,24,Male,98,16,87,52,4,Yes,No,Postgraduate,88.55
1357,22,Male,85,28,47,90,8,No,No,Postgraduate,100.0
1358,22,Male,62,2,78,58,4,No,Yes,Graduate,58.12
1359,22,Female,81,20,82,100,4,No,No,High School,98.12
1360,24,Female,85,20,74,47,2,Yes,Yes,Postgraduate,79.73
1361,21,Female,86,27,88,96,10,Yes,No,Graduate,100.0
1362,21,Female,75,14,85,88,7,Yes,Yes,Graduate,91.56
1363,22,Female,71,3,77,49,4,Yes,Yes,Graduate,53.01
1364,19,Female,53,23,47,37,6,No,Yes,Graduate,64.89
1365,20,Female,80,12,93,71,3,Yes,Yes,Graduate,76.97
1366,24,Female,67,8,76,71,7,Yes,Yes,High School,76.62
1367,20,Female,87,2,66,37,6,Yes,No,High School,54.85
1368,20,Female,73,4,67,97,3,No,No,High School,76.52
1369,21,Male,72,14,79,69,4,No,No,High School,76.77
1370,21,Female,71,16,73,86,10,No,No,Graduate,96.27
1371,19,Male,51,19,71,62,5,No,No,Graduate,71.12
1372,20,Male,80,2,54,52,9,No,No,Postgraduate,59.91
1373,20,Male,60,12,83,70,6,Yes,No,Postgraduate,78.24
1374,22,Male,77,29,56,67,4,No,No,High School,96.22
1375,21,Female,95,14,72,98,7,No,No,Graduate,100.0
1376,20,Male,81,6,86,60,2,Yes,Yes,Postgraduate,60.16
1377,23,Female,54,13,85,82,4,Yes,Yes,Postgraduate,84.19
1378,19,Female,87,4,91,74,5,Yes,No,Postgraduate,77.26
1379,23,Male,59,22,93,51,4,No,Yes,Postgraduate,88.3
1380,23,Female,89,18,55,74,4,Yes,No,High School,79.48
1381,24,Male,95,12,68,41,9,No,Yes,Graduate,74.87
1382,24,Male,73,20,48,91,2,Yes,Yes,High School,94.91
1383,19,Female,84,27,72,42,6,No,Yes,Postgraduate,86.42
1384,23,Female,93,22,99,90,8,No,No,Postgraduate,100.0
1385,20,Male,97,30,88,65,8,No,No,Graduate,100.0
1386,21,Female,72,21,68,93,7,No,No,Graduate,100.0
1387,19,Female,66,19,52,92,10,Yes,No,High School,92.46
1388,22,Female,50,8,60,46,4,Yes,Yes,Graduate,53.63
1389,23,Male,80,7,97,82,7,No,No,High School,81.97
1390,19,Male,80,16,60,65,10,Yes,Yes,High School,84.45
1391,18,Female,91,19,44,97,6,No,No,Postgraduate,100.0
1392,18,Female,91,6,49,73,6,Yes,Yes,High School,72.62
1393,24,Female,83,20,45,54,2,Yes,Yes,Postgraduate,75.82
1394,21,Female,58,27,95,82,8,No,Yes,High School,100.0
1395,20,Female,71,21,90,88,8,No,Yes,High School,100.0
1396,21,Male,62,11,96,63,7,Yes,No,Graduate,79.91
1397,21,Female,74,5,52,82,9,No,No,Graduate,85.19
1398,21,Male,97,16,40,90,8,Yes,Yes,Postgraduate,95.07
1399,21,Female,67,7,59,51,9,Yes,No,Graduate,69.35
1400,22,Male,100,27,96,43,9,Yes,No,High School,100.0
1401,22,Female,61,5,86,68,6,No,Yes,Postgraduate,72.85
1402,24,Male,89,11,85,79,2,No,No,Postgraduate,90.79
1403,19,Female,66,15,47,43,7,Yes,No,Postgraduate,59.78
1404,18,Male,64,3,49,41,3,No,No,High School,47.57
1405,21,Male,91,26,48,50,7,No,Yes,Graduate,87.57
1406,24,Male,64,5,88,53,9,Yes,No,Postgraduate,66.96
1407,19,Male,64,23,80,40,10,No,Yes,High School,92.87
1408,18,Male,88,21,42,45,10,No,Yes,Graduate,81.25
1409,23,Male,62,5,50,95,2,Yes,Yes,Graduate,75.91
1410,20,Female,66,9,51,76,6,No,No,Postgraduate,69.58
1411,22,Male,81,15,49,47,6,Yes,No,High School,76.8
1412,23,Female,58,3,64,46,9,No,No,Graduate,58.89
1413,18,Female,89,29,88,54,9,No,Yes,High School,100.0
1414,23,Female,69,6,88,84,5,Yes,No,Graduate,71.82
1415,20,Female,75,17,64,70,5,Yes,Yes,Postgraduate,82.6
1416,24,Female,76,26,50,71,9,No,No,Postgraduate,95.92
1417,18,Male,70,21,93,46,8,Yes,Yes,Graduate,94.59
1418,23,Male,67,8,75,74,7,Yes,No,High School,78.31
1419,22,Male,62,21,78,88,8,No,No,Graduate,97.92
1420,22,Female,65,25,92,36,6,Yes,No,High School,78.81
1421,19,Male,58,11,65,84,3,No,Yes,Graduate,70.05
1422,23,Male,61,6,53,75,7,No,Yes,Postgraduate,79.21
1423,21,Male,93,8,78,79,8,Yes,No,High School,93.73
1424,23,Male,87,10,95,43,8,No,Yes,Postgraduate,74.67
1425,24,Male,68,24,79,96,1,Yes,Yes,High School,100.0
1426,18,Female,56,29,40,81,7,No,Yes,Graduate,98.88
1427,18,Male,84,3,95,39,3,Yes,No,Postgraduate,62.18
1428,24,Female,97,23,93,35,2,Yes,No,Postgraduate,82.53
1429,23,Female,67,14,43,78,2,No,No,High School,71.88
1430,24,Female,65,23,100,56,8,Yes,Yes,High School,93.71
1431,20,Female,88,14,69,72,9,Yes,No,High School,92.51
1432,24,Female,53,10,51,53,3,Yes,Yes,Postgraduate,52.08
1433,22,Male,74,12,95,65,3,No,Yes,Graduate,78.64
1434,24,Male,81,6,74,76,6,No,No,High School,83.4
1435,18,Male,89,12,52,60,10,Yes,No,Graduate,78.54
1436,22,Female,62,23,91,47,1,Yes,No,High School,75.25
1437,18,Male,94,14,70,92,6,No,Yes,Graduate,90.95
1438,19,Male,66,2,77,52,3,No,Yes,High School,52.64
1439,21,Female,98,9,82,37,4,No,No,Graduate,63.32
1440,18,Female,86,10,62,89,9,Yes,Yes,Postgraduate,99.94
1441,22,Female,55,26,43,92,3,No,No,High School,92.96
1442,19,Female,68,17,91,97,1,Yes,No,High School,90.15
1443,18,Male,62,17,55,86,3,No,No,Postgraduate,83.78
1444,20,Female,75,3,46,58,7,Yes,No,High School,53.56
1445,24,Female,63,30,61,43,7,No,No,High School,75.81
1446,21,Male,80,19,68,71,5,Yes,No,Postgraduate,81.54
1447,18,Male,53,1,50,87,1,No,Yes,Postgraduate,61.57
1448,19,Female,88,12,95,58,8,No,Yes,Graduate,84.34
1449,20,Male,57,7,72,55,10,Yes,No,Postgraduate,74.7
1450,23,Female,74,4,97,74,8,No,No,Postgraduate,71.85
1451,19,Female,62,10,68,96,10,No,Yes,High School,91.78
1452,24,Male,81,13,98,48,10,No,Yes,Postgraduate,75.14
1453,19,Male,87,2,78,76,10,No,No,High School,82.04
1454,20,Female,87,10,51,84,2,Yes,No,Postgraduate,70.96
1455,19,Female,77,21,46,95,10,Yes,Yes,Postgraduate,100.0
1456,20,Female,79,22,98,38,3,No,No,Graduate,79.53
1457,18,Male,52,25,94,51,4,Yes,Yes,Postgraduate,81.49
1458,20,Female,77,4,78,91,1,Yes,No,Postgraduate,63.04
1459,20,Female,52,18,81,82,4,Yes,Yes,High School,95.36
1460,21,Female,94,5,87,78,5,Yes,No,High School,77.96
1461,20,Female,83,19,65,79,3,Yes,No,Graduate,81.15
1462,20,Female,65,2,79,67,10,No,No,Postgraduate,76.21
1463,23,Male,71,12,48,65,2,Yes,Yes,High School,72.04
1464,18,Female,81,17,80,81,6,No,No,Postgraduate,92.54
1465,24,Female,87,10,73,40,8,Yes,Yes,Graduate,78.03
1466,21,Female,57,2,84,68,7,No,Yes,High School,63.8
1467,23,Female,57,6,52,87,1,No,Yes,High School,67.93
1468,22,Male,55,8,94,48,4,No,Yes,Graduate,64.85
1469,18,Male,63,29,94,50,3,Yes,No,Postgraduate,96.07
1470,18,Male,81,19,75,77,6,Yes,No,High School,84.18
1471,22,Female,84,11,64,46,9,No,No,High School,85.26
1472,24,Female,59,25,63,53,9,No,Yes,Graduate,94.47
1473,20,Male,52,12,83,75,7,Yes,No,Graduate,83.75
1474,23,Male,61,9,56,87,9,Yes,Yes,Graduate,80.05
1475,19,Male,98,2,41,63,8,No,Yes,Postgraduate,64.08
1476,21,Female,80,8,52,93,5,Yes,Yes,Postgraduate,84.19
1477,19,Female,78,26,70,98,9,Yes,No,Postgraduate,100.0
1478,22,Male,54,11,68,58,7,Yes,Yes,Graduate,72.62
1479,18,Male,74,28,89,50,5,Yes,No,High School,92.55
1480,24,Male,90,21,67,86,8,Yes,No,Postgraduate,100.0
1481,18,Female,80,4,99,40,7,Yes,No,Graduate,53.22
1482,21,Female,70,10,66,71,9,No,Yes,Postgraduate,80.02
1483,18,Female,69,21,54,38,10,No,No,High School,72.28
1484,18,Male,88,20,70,72,1,No,Yes,High School,85.8
1485,21,Male,71,16,79,75,9,No,Yes,Graduate,99.03
1486,23,Female,53,8,54,48,7,No,Yes,High School,55.86
1487,23,Male,62,4,72,85,1,No,Yes,Graduate,64.2
1488,21,Female,94,29,59,99,1,Yes,No,Graduate,100.0
1489,24,Male,91,10,81,86,5,Yes,No,Graduate,84.97
1490,22,Male,99,12,51,64,8,No,No,Graduate,85.42
1491,18,Male,98,29,76,91,9,No,No,High School,100.0
1492,24,Male,69,14,48,64,6,No,Yes,High School,82.95
1493,18,Female,62,16,62,76,10,Yes,Yes,High School,85.07
1494,22,Male,66,22,47,45,8,Yes,Yes,High School,82.32
1495,23,Female,85,18,71,61,6,Yes,Yes,Graduate,89.95
1496,24,Female,82,21,87,58,6,Yes,No,Graduate,98.02
1497,20,Female,50,22,53,73,4,No,No,High School,78.55
1498,20,Male,64,21,66,52,5,No,Yes,Postgraduate,68.78
1499,20,Female,62,12,64,79,2,No,Yes,Postgraduate,73.56
1500,23,Female,66,18,52,46,3,No,Yes,Postgraduate,81.84
1501,23,Female,73,30,94,83,3,Yes,Yes,High School,100.0
1502,22,Male,57,7,60,65,5,Yes,No,Graduate,67.98
1503,18,Male,99,20,84,56,5,No,Yes,Graduate,78.02
1504,22,Female,76,24,70,78,6,Yes,No,Postgraduate,100.0
1505,22,Male,94,23,76,98,5,Yes,No,Postgraduate,100.0
1506,23,Female,72,7,87,59,6,Yes,Yes,Graduate,59.44
1507,20,Female,95,9,97,85,8,Yes,Yes,Postgraduate,95.09
1508,19,Male,57,1,82,41,2,No,No,Postgraduate,46.94
1509,18,Female,57,26,93,40,4,Yes,No,Graduate,87.65
1510,23,Male,75,6,44,58,6,No,Yes,Postgraduate,68.15
1511,20,Male,96,6,52,53,5,Yes,No,Postgraduate,55.55
1512,24,Female,62,22,67,43,1,Yes,Yes,High School,68.94
1513,19,Male,88,29,82,70,9,No,Yes,Postgraduate,100.0
1514,19,Male,86,12,64,74,3,No,No,High School,72.32
1515,23,Female,98,22,90,58,2,Yes,No,Graduate,90.77
1516,21,Female,77,12,74,82,9,Yes,Yes,High School,96.51
1517,18,Male,74,10,86,97,7,No,Yes,Graduate,89.82
1518,19,Male,65,23,78,87,5,Yes,No,High School,97.29
1519,23,Female,51,30,46,88,6,Yes,No,High School,100.0
1520,23,Male,67,26,77,76,4,No,No,High School,93.04
1521,20,Male,66,6,71,79,1,Yes,No,Postgraduate,65.96
1522,24,Male,79,17,42,48,4,Yes,Yes,Postgraduate,66.79
1523,21,Male,88,19,84,63,9,Yes,Yes,Postgraduate,95.47
1524,18,Male,62,18,78,40,1,Yes,Yes,Postgraduate,62.27
1525,22,Male,81,6,76,41,10,Yes,No,Postgraduate,70.39
1526,24,Male,99,24,94,71,3,No,No,High School,96.2
1527,24,Female,78,19,89,87,5,Yes,Yes,Postgraduate,100.0
1528,20,Female,95,10,61,52,7,No,No,Graduate,70.99
1529,19,Female,79,24,47,72,9,No,No,High School,100.0
1530,19,Female,67,8,56,93,6,Yes,No,High School,78.01
1531,20,Female,62,21,91,35,3,No,No,Graduate,75.93
1532,23,Male,92,24,66,78,7,Yes,No,Postgraduate,93.81
1533,19,Male,70,6,72,81,4,No,No,Graduate,74.42
1534,21,Male,79,21,85,69,3,No,Yes,High School,86.46
1535,18,Male,70,25,56,94,7,No,Yes,High School,100.0
1536,24,Female,97,30,81,86,7,Yes,Yes,High School,100.0
1537,24,Male,66,7,51,42,4,No,Yes,Graduate,53.18
1538,21,Male,89,24,87,75,7,No,No,Postgraduate,98.35
1539,19,Female,68,1,85,37,2,No,Yes,High School,46.01
1540,24,Male,64,27,66,48,1,Yes,Yes,Postgraduate,76.54
1541,22,Male,58,18,87,60,2,Yes,Yes,High School,77.9
1542,18,Female,59,24,47,92,4,No,Yes,Postgraduate,95.38
1543,18,Male,93,28,62,74,8,No,No,Graduate,100.0
1544,24,Male,80,25,99,85,3,No,No,High School,100.0
1545,20,Male,72,20,81,39,10,No,Yes,High School,82.44
1546,24,Male,79,12,100,66,6,Yes,Yes,High School,99.82
1547,20,Male,82,16,88,35,6,Yes,No,Graduate,72.43
1548,24,Female,58,10,98,88,9,Yes,No,Graduate,96.17
1549,22,Female,96,27,68,45,9,No,Yes,Postgraduate,98.43
1550,23,Female,50,10,89,87,4,Yes,No,Graduate,92.17
1551,18,Female,93,14,59,42,9,No,No,High School,69.5
1552,24,Female,84,25,55,59,6,No,Yes,Postgraduate,82.88
1553,22,Female,60,20,56,74,2,No,No,Graduate,75.11
1554,20,Male,83,10,55,66,10,Yes,Yes,Postgraduate,82.41
1555,20,Female,65,10,58,62,6,No,Yes,Postgraduate,65.58
1556,18,Female,58,26,95,37,2,Yes,No,Postgraduate,66.03
1557,21,Male,81,25,95,96,8,No,No,High School,100.0
1558,24,Male,64,11,47,61,4,Yes,No,High School,68.34
1559,19,Female,61,23,77,79,5,No,No,Graduate,89.88
1560,20,Male,82,2,77,59,8,Yes,No,High School,74.61
1561,23,Female,94,25,92,95,8,No,No,Postgraduate,100.0
1562,23,Male,63,20,68,78,6,Yes,Yes,Postgraduate,90.97
1563,20,Female,57,8,80,80,4,No,No,High School,73.05
1564,21,Male,57,30,75,48,1,No,Yes,Postgraduate,82.69
1565,21,Male,76,23,65,42,7,No,No,High School,83.39
1566,22,Female,61,29,70,82,8,Yes,No,Postgraduate,100.0
1567,23,Female,50,7,83,48,9,No,No,Graduate,69.4
1568,22,Female,92,8,99,99,2,No,No,Graduate,88.3
1569,23,Female,89,1,51,41,1,No,No,High School,49.66
1570,24,Female,91,21,94,83,4,Yes,Yes,High School,100.0
1571,24,Male,100,2,56,89,5,No,Yes,High School,88.57
1572,19,Female,60,18,54,47,10,No,Yes,High School,77.06
1573,24,Female,88,15,48,90,1,Yes,No,High School,84.39
1574,19,Male,92,1,78,90,5,No,No,Postgraduate,85.86
1575,24,Male,80,5,81,49,6,Yes,No,Graduate,55.21
1576,18,Female,66,2,87,91,3,No,Yes,Postgraduate,73.08
1577,24,Male,82,20,51,92,7,Yes,Yes,Graduate,100.0
1578,22,Male,81,3,71,69,6,Yes,No,Postgraduate,75.74
1579,20,Female,78,19,64,50,4,Yes,Yes,Postgraduate,65.45
1580,22,Male,70,18,78,42,3,No,No,Postgraduate,64.01
1581,20,Male,70,29,57,79,5,No,No,High School,87.94
1582,21,Female,89,22,54,74,3,Yes,Yes,Graduate,94.46
1583,22,Female,72,18,71,88,10,No,Yes,High School,100.0
1584,21,Male,55,14,45,48,9,No,Yes,High School,76.75
1585,19,Male,71,30,97,93,9,Yes,Yes,Postgraduate,100.0
1586,19,Female,99,24,83,87,6,Yes,No,Graduate,100.0
1587,18,Male,87,8,82,61,6,Yes,No,Graduate,71.03
1588,24,Male,86,29,91,81,4,Yes,Yes,Graduate,100.0
1589,22,Male,94,30,74,40,4,No,Yes,Graduate,91.96
1590,21,Female,100,12,73,89,2,No,Yes,High School,84.84
1591,20,Male,57,21,77,78,10,No,Yes,High School,100.0
1592,19,Male,90,10,95,52,4,No,No,Graduate,73.1
1593,24,Female,98,23,93,50,8,No,No,High School,94.81
1594,19,Male,84,20,96,46,10,No,No,Graduate,90.27
1595,20,Male,100,17,44,54,2,Yes,No,High School,77.83
1596,24,Female,60,11,57,79,9,No,No,Postgraduate,81.09
1597,24,Female,73,2,55,98,1,No,No,Postgraduate,65.25
1598,21,Female,98,26,47,93,2,No,No,Graduate,100.0
1599,21,Female,70,26,64,56,2,Yes,Yes,Graduate,79.83
1600,22,Male,100,4,71,81,6,Yes,No,High School,75.9
1601,22,Male,51,1,65,63,7,No,Yes,Graduate,51.35
1602,23,Female,89,15,91,79,3,Yes,Yes,Graduate,94.16
1603,23,Female,68,13,61,43,9,Yes,Yes,High School,74.51
1604,18,Male,88,8,70,58,5,No,No,Graduate,78.34
1605,19,Female,77,25,82,49,5,No,No,Graduate,87.26
1606,22,Male,66,4,49,70,4,No,No,Postgraduate,68.24
1607,21,Female,55,10,95,47,9,Yes,No,Postgraduate,67.18
1608,20,Male,68,19,96,78,8,Yes,Yes,Postgraduate,88.36
1609,21,Female,87,18,51,70,4,No,No,Graduate,80.39
1610,19,Female,77,5,92,95,4,Yes,Yes,High School,82.92
1611,23,Male,51,30,67,74,2,Yes,No,Postgraduate,94.35
1612,21,Female,87,19,45,61,9,Yes,No,Graduate,94.3
1613,18,Male,86,26,98,35,3,No,Yes,Postgraduate,84.96
1614,19,Male,100,23,59,68,4,No,Yes,High School,100.0
1615,23,Male,53,27,44,55,7,No,Yes,High School,85.45
1616,20,Male,71,22,62,67,10,No,No,High School,95.55
1617,23,Male,75,16,48,41,8,No,No,High School,73.54
1618,24,Female,98,1,97,99,8,Yes,Yes,High School,93.79
1619,18,Female,92,12,98,37,4,Yes,No,High School,71.97
1620,19,Male,85,24,68,85,7,Yes,Yes,Graduate,98.59
1621,20,Female,62,2,55,88,10,Yes,No,Postgraduate,81.91
1622,18,Male,81,21,93,93,1,Yes,Yes,High School,100.0
1623,23,Female,66,25,85,40,6,Yes,Yes,Postgraduate,78.54
1624,18,Female,90,8,61,63,6,No,No,Postgraduate,73.89
1625,19,Female,85,18,47,51,6,No,Yes,Graduate,70.74
1626,22,Female,95,25,98,94,2,Yes,No,High School,100.0
1627,18,Male,68,16,59,56,8,No,No,High School,82.6
1628,24,Male,84,5,90,58,5,Yes,Yes,Graduate,62.38
1629,18,Female,95,26,53,85,5,Yes,Yes,Graduate,97.34
1630,23,Female,89,30,78,84,2,No,No,Graduate,95.89
1631,23,Male,77,22,76,45,4,No,No,Graduate,87.3
1632,20,Female,50,13,89,90,9,Yes,Yes,Graduate,88.76
1633,23,Male,91,19,73,76,9,No,Yes,Postgraduate,98.98
1634,21,Male,67,29,50,73,6,Yes,Yes,Graduate,95.72
1635,19,Male,97,3,93,82,9,Yes,No,High School,92.29
1636,19,Female,89,26,79,91,4,Yes,No,High School,100.0
1637,22,Male,82,8,72,55,1,Yes,No,Graduate,66.08
1638,22,Female,61,27,70,54,2,Yes,Yes,Graduate,78.34
1639,19,Male,57,26,98,49,1,No,Yes,Graduate,84.26
1640,24,Female,73,26,93,85,8,Yes,No,Graduate,100.0
1641,22,Female,65,12,83,96,9,No,No,Graduate,99.81
1642,20,Female,99,2,73,71,10,Yes,Yes,High School,73.65
1643,23,Male,53,11,89,40,6,No,No,Postgraduate,58.5
1644,19,Male,87,12,46,60,2,Yes,Yes,Graduate,77.39
1645,22,Female,93,28,97,42,6,No,Yes,Graduate,100.0
1646,19,Female,76,18,88,38,9,Yes,Yes,Graduate,80.25
1647,21,Female,58,13,93,55,3,Yes,No,High School,70.04
1648,18,Male,96,5,62,65,9,No,No,High School,78.04
1649,23,Male,65,22,85,55,2,No,Yes,Postgraduate,82.8
1650,19,Male,61,12,95,59,5,No,Yes,Postgraduate,67.69
1651,18,Male,80,2,46,49,2,No,No,Postgraduate,51.5
1652,22,Female,73,5,93,69,7,No,Yes,Postgraduate,70.95
1653,18,Female,63,7,64,83,10,No,No,High School,82.85
1654,23,Male,94,26,100,77,9,Yes,No,Postgraduate,100.0
1655,19,Male,74,26,42,75,7,Yes,No,Graduate,93.31
1656,21,Female,83,24,98,71,5,Yes,Yes,High School,100.0
1657,24,Male,52,12,77,91,4,No,Yes,High School,80.21
1658,22,Male,73,16,59,76,4,No,Yes,High School,77.36
1659,19,Male,91,23,73,81,10,No,Yes,Graduate,100.0
1660,23,Male,58,8,88,95,8,Yes,No,High School,83.73
1661,22,Male,75,30,83,48,10,No,Yes,Graduate,88.5
1662,20,Male,69,28,83,87,10,Yes,No,Postgraduate,100.0
1663,18,Female,89,9,69,68,10,No,Yes,High School,83.1
1664,24,Male,59,15,56,58,10,No,Yes,Graduate,79.15
1665,23,Male,68,5,98,54,10,No,Yes,High School,74.39
1666,20,Female,52,13,49,64,1,Yes,Yes,Postgraduate,70.0
1667,19,Female,73,5,74,41,5,No,Yes,High School,66.97
1668,21,Female,54,11,59,70,2,Yes,No,Postgraduate,68.62
1669,22,Male,52,10,57,72,9,No,Yes,High School,70.97
1670,18,Female,76,20,84,86,7,No,Yes,Graduate,100.0
1671,22,Male,65,13,83,49,10,No,Yes,Postgraduate,81.05
1672,24,Male,98,9,66,80,8,No,Yes,High School,93.32
1673,19,Male,64,21,98,57,6,Yes,Yes,Postgraduate,88.04
1674,22,Female,84,14,98,46,9,No,No,Postgraduate,79.7
1675,18,Female,61,18,88,78,6,Yes,Yes,Graduate,86.57
1676,19,Female,90,15,75,49,7,No,No,Graduate,79.22
1677,22,Female,93,10,62,83,7,No,Yes,Graduate,80.24
1678,21,Female,75,24,71,55,9,No,No,Graduate,94.67
1679,23,Male,96,7,49,49,8,Yes,Yes,Postgraduate,69.89
1680,19,Male,83,8,50,48,1,No,Yes,Postgraduate,57.66
1681,23,Male,72,28,77,76,4,Yes,No,High School,100.0
1682,19,Male,80,3,45,49,7,Yes,Yes,High School,66.15
1683,21,Female,99,15,98,97,8,No,No,High School,100.0
1684,23,Female,69,16,80,61,7,Yes,Yes,Graduate,83.33
1685,20,Male,61,4,86,87,3,No,No,Postgraduate,71.7
1686,18,Female,72,21,73,86,4,Yes,No,Postgraduate,98.01
1687,20,Female,53,6,75,97,7,Yes,No,High School,83.16
1688,22,Male,72,1,76,87,8,Yes,Yes,High School,83.93
1689,21,Male,97,4,56,91,7,Yes,No,Postgraduate,89.72
1690,20,Female,97,11,79,86,6,No,Yes,Graduate,93.73
1691,19,Female,50,12,79,77,9,Yes,No,High School,84.0
1692,22,Male,74,26,93,41,9,No,No,High School,90.53
1693,22,Male,51,29,51,76,7,Yes,No,Postgraduate,99.75
1694,20,Male,79,5,60,38,8,No,Yes,Postgraduate,62.32
1695,20,Female,52,23,79,39,6,No,Yes,High School,75.03
1696,21,Male,70,29,58,75,1,Yes,Yes,High School,94.19
1697,18,Male,74,21,42,38,1,Yes,No,Graduate,61.03
1698,20,Female,69,16,57,36,6,No,Yes,Graduate,69.0
1699,24,Female,98,13,92,55,2,Yes,Yes,Graduate,73.3
1700,20,Female,71,13,90,77,8,Yes,No,Graduate,93.81
1701,23,Female,70,17,58,43,1,Yes,No,High School,62.37
1702,19,Female,82,27,86,62,2,Yes,Yes,High School,100.0
1703,24,Male,87,7,45,60,8,Yes,Yes,High School,71.75
1704,24,Male,64,8,55,37,6,Yes,Yes,Graduate,57.49
1705,23,Female,95,13,47,83,10,Yes,No,High School,87.01
1706,23,Female,64,23,87,51,2,Yes,No,Postgraduate,86.43
1707,22,Female,95,27,57,97,2,Yes,No,Graduate,100.0
1708,18,Female,74,16,91,89,7,No,No,Postgraduate,100.0
1709,19,Female,70,30,87,57,5,Yes,No,Graduate,96.44
